strain,sequenced,genome_length_bp,n_small_circular_contigs,n_prophages_depht,n_prophages_html,prophage_names,prophage_lengths,prophage_coords,n_defense_df,n_rm_df,rm_subtypes,df_system_types,df_subtypes,n_defense_padloc,n_rm_padloc,n_rm_dedup,total_defense_systems,assembly_type,species,subspecies,institution,country,eop_phages_tested,eop1_full_count,eop1_fraction,dcc,prophage_clusters,n_prophage_clusters,eop1_phages,eop1_count,eop_partial_phages,eop_partial_count,morphology,morphology_flag,...36,killing_phages,killing_count,killing_flag,phage_susceptible,phage_partial_infection,n_defense_islands,n_defense_island_systems,defense_island_types,defense_island_spots
GD553,TRUE,5044673,0,1,1,prophiGD553-1,42350,3023162-3064998,6,1,RM_III,AbiAlpha|CBASS|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|N6_N4_RM_Type_III|RloC|RosmerTA|Wadjet_I,16,1,1,22,NA,M. abscessus,abscessus,The Children’s Hospital at Westmead,Australia,31,9,0.2903,DCC4,HH,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09|Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phMEW1,9,NA,0,R,FALSE,TRUE,Muddy,1,TRUE,TRUE,FALSE,3,3,AbiAlpha|CBASS|RosmerTA,spot_3|spot_32|spot_66
GD554A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,13,0,0,NA,NA,0,NA,0,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD554B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,13,0,0,NA,NA,0,NA,0,NA,0,S,TRUE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,31,2,0.0645,NA,NA,0,Muddy_HRM-N0052|phMEW1,2,NA,0,R,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
GD556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"University of the West of England, Salsbury, U.K.",NA,32,0,0,NA,NA,0,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"University of Vermont Medical Center, Vermont",USA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,TRUE,NA,0,0,NA,NA
GD557A,TRUE,5094174,0,1,1,prophiGD557A-1,60432,3134887-3194931,4,0,NA,AbiAlpha|Butters_gp57r|Wadjet,AbiAlpha|Butters_gp57r|Wadjet_I,6,0,0,10,NA,M. abscessus,massiliense,"University of Vermont Medical Center, Vermont",USA,32,6,0.1875,DCC3,HE,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09|Muddy,6,Muddy_HRM-GD04|Muddy_HRM-N0052|phMEW1|Isca_cpm1|phTGR11,5,R,FALSE,NA,NA,NA,NA,NA,TRUE,1,1,Butters_gp57r,spot_17
GD557B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"University of Vermont Medical Center, Vermont",USA,32,6,0.1875,NA,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09|Muddy,6,Muddy_HRM-GD04|Muddy_HRM-N0052|phMEW1|Isca_cpm1|phTGR11,5,R,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD558,TRUE,5034539,0,1,1,prophiGD558_7-1,46178,126764-172305,6,1,RM_III,AbiAlpha|CBASS|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|N6_N4_RM_Type_III|RloC|RosmerTA|Wadjet_I,16,1,1,22,NA,M. abscessus,abscessus,"Mayo Clinic of Rochester, Minnesota",USA,32,0,0,DCC4,HH,1,NA,0,phi-T45,1,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,2,2,CBASS|RosmerTA,spot_66
GD559A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,32,2,0.0625,NA,NA,0,Muddy_HRM-N0052|phMEW1,2,Muddy|Muddy_HRM-GD04,2,S,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD559B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,32,2,0.0625,NA,NA,0,Muddy_HRM-N0052|phMEW1,2,Muddy|Muddy_HRM-GD04,2,S,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD559C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,32,2,0.0625,NA,NA,0,Muddy_HRM-N0052|phMEW1,2,Muddy|Muddy_HRM-GD04,2,S,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Michigan,USA,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Wilcox Medical Center, HI",USA,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"UT Southwest Medical, Dallas, Texas",NA,12,0,0,NA,NA,0,NA,0,NA,0,S,TRUE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"University of Vermont Medical Center, Vermont",USA,32,0,0,NA,NA,0,NA,0,Muddy,1,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Public Health Ontario, Canada",NA,20,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Nationwide children's hospital, Columbus OH",USA,32,0,0,NA,NA,0,NA,0,phTGR04,1,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Nebraska Medical,USA,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,TRUE,Muddy,1,TRUE,TRUE,FALSE,0,0,NA,NA
GD568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,32,0,0,NA,NA,0,NA,0,NA,0,Mixed,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD568A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,0,0,NA,NA
GD568A-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,32,0,0,NA,NA,0,NA,0,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD568A-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD568B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,11,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD568C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,FALSE,NA,0,FALSE,FALSE,NA,0,0,NA,NA
GD569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,National Jewish Health,NA,12,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD56A,TRUE,5093512,0,2,2,prophiGD56A_2-1|prophiGD56A_6-1,41302|31079,7709-48464|7284-37867,12,5,RM_I|RM_II|RM_III|RM_IIG,AbiAlpha|Armada|CBASS|Dag|RM_Type_I|RM_Type_II|RM_Type_IIG|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|Armada_Type_II|CBASS_II_Phospholipase|Dag|N6_N4_RM_Type_III|N6_RM_Type_I|N6_RM_Type_IIG|N6_RM_Type_II_PDDEXK|RloC|RosmerTA|Wadjet_I,18,4,4,30,NA,M. abscessus,abscessus,"Kaiser Permanente, San Jose",USA,39,0,0,DCC4,HC|HH,2,NA,0,NA,0,R,FALSE,NA,NA,NA,NA,NA,FALSE,4,5,CBASS|RM_Type_I|RM_Type_II|RM_Type_III|RloC,spot_3|spot_34|spot_9
GD56B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Kaiser Permanente, San Jose",USA,NA,NA,NA,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD57,TRUE,5120346,0,2,2,prophiGD57-1|prophiGD57-2,60012|52591,1754019-1813582|4001916-4054359,6,0,NA,AbiAlpha|Aristaios|CBASS|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|Wadjet_I,11,0,0,17,NA,M. abscessus,abscessus,"Barcelona, Spain",NA,36,2,0.0556,DCC1,HA|HC,2,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03,2,Itos|D29_HRM_GD40|Faith1,3,R,FALSE,TRUE,BPs|Itos|D29,3,TRUE,TRUE,TRUE,3,3,AbiAlpha|Aristaios|CBASS,spot_3|spot_32|spot_49
GD570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NYU Langone Medical Center,USA,32,0,0,NA,NA,0,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09|phi-T45,6,R,FALSE,TRUE,BPs,1,TRUE,TRUE,TRUE,0,0,NA,NA
GD571A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD571B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Providence Sacred Heart Medical Center, WA",USA,32,0,0,NA,NA,0,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Johns Hopkins, MD",USA,31,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Johns Hopkins, MD",USA,32,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD575,TRUE,5623180,1,0,0,NA,NA,NA,7,0,RM_IV,AbiD|Aristaios|Ceres|DS-29|Esos|SoFIC|SspBCDE,AbiD|Aristaios|Ceres|DS-29|Esos|SoFic|SspBCDE,12,1,1,19,NA,M. chimaera,NA,NYU Langone Medical Center,USA,12,0,0,NA,NA,0,NA,0,CrimD del del,1,S,FALSE,FALSE,NA,0,FALSE,FALSE,TRUE,0,0,NA,NA
GD576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NYU Langone Medical Center,USA,12,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UC San Diego Health,USA,32,0,0,NA,NA,0,NA,0,Muddy_HRM-N0052|phMEW1,2,R,FALSE,FALSE,NA,0,FALSE,FALSE,TRUE,0,0,NA,NA
GD578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,18,4,0.2222,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phMEW1,4,NA,0,R,FALSE,TRUE,Muddy,1,TRUE,TRUE,FALSE,0,0,NA,NA
GD579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"BC Center for Disease Control, Vancuver, Canada",NA,30,2,0.0667,NA,NA,0,D29_HRM_GD40|Isca_cpm1,2,BPsdel33HTH_HRM-GD03|BPsHRM10_pMC09|Itos|phi-T45,4,R,FALSE,TRUE,BPs|Isca|phAK2,3,TRUE,TRUE,TRUE,0,0,NA,NA
GD58,TRUE,5044257,1,2,2,prophiGD58_11-1|prophiGD58_3-1,56085|62416,101103-156813|385096-447150,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,15,1,3,24,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,36,0,0,DCC7,HG|HA,2,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,2,2,Lamassu-Fam|RM_Type_IIG,spot_44
GD580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,30,0,0,NA,NA,0,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
GD581A,TRUE,4970263,0,0,0,NA,NA,NA,5,0,NA,AbiAlpha|Aristaios|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|Dnd_ABCDE|Hna|Wadjet_I,10,0,0,15,NA,M. abscessus,abscessus,The Children’s Hospital at Westmead,Australia,30,1,0.0333,DCC1,NA,0,phi-T45,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09|Itos|D29_HRM_GD40|phAK2|phAK20,9,S,FALSE,NA,NA,NA,NA,NA,TRUE,4,4,AbiAlpha|Aristaios|Dnd|Wadjet,spot_49
GD581B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,30,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD581C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,30,0,0,NA,NA,0,NA,0,BPsdel33HTH_HRM-GD03|phAK2|phAK20|phi-T45,4,R,FALSE,NA,NA,NA,NA,NA,TRUE,0,0,NA,NA
GD582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,National Jewish Health,NA,29,4,0.1379,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052|phMEW1,4,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09,5,R,FALSE,TRUE,BPs|Muddy,2,TRUE,TRUE,TRUE,0,0,NA,NA
GD583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NYU Langone Medical Center,USA,12,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD584,TRUE,5438553,0,2,2,prophiGD584_4-1|prophiGD584_7-1,51884|39583,63386-115122|77921-116762,6,0,NA,AbiAlpha|CBASS|Cas|Dag|RosmerTA|Wadjet,AbiAlpha|CAS_Class1-Subtype-I-E|CBASS_II_Phospholipase|Dag|RosmerTA|Wadjet_I,13,0,0,19,NA,M. abscessus,abscessus,Oregon Health and Science University,USA,29,1,0.0345,DCC4,HC|HB,2,BPsdel33HTH_HRM-GD03,1,BPsdel33HTH_HRM10|phKSW1|phMGD4|BPsHRM10_pMC09|CrimD del del|phSY1|phML2|Itos,8,R,FALSE,TRUE,BPs|CrimD|Adephagia,3,TRUE,TRUE,TRUE,4,4,AbiAlpha|CBASS|RosmerTA|Wadjet,NA
GD585A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Rīga Stradiņš University,k Latvia",Latvia,29,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD585B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Rīga Stradiņš University,k Latvia",Latvia,18,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Chicago,NA,29,0,0,NA,NA,0,NA,0,CrimD del del,1,S,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Virginia Mason Medical Center, WA",USA,12,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Dalhousie University, Nova Scotia, Canada",NA,11,0,0,NA,NA,0,NA,0,phML1|CrimD del del,2,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Nebraska Medical Center,USA,11,0,0,NA,NA,0,NA,0,phML1,1,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD59,TRUE,5073623,0,1,1,prophiGD59-1,70587,1737021-1807155,7,0,NA,AbiAlpha|Aristaios|CBASS|Dnd|Hna|SEFIR|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|SEFIR|Wadjet_I,12,0,0,19,NA,M. abscessus,abscessus,The University of North Carolina at Chapel Hill,NA,36,5,0.1389,DCC1,HA,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|Itos|D29_HRM_GD40|Faith1,5,NA,0,R,FALSE,TRUE,BPs,1,TRUE,TRUE,FALSE,3,3,AbiAlpha|Aristaios|CBASS,spot_3|spot_32|spot_49
GD590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Nebraska Medical Center,USA,29,0,0,NA,NA,0,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,S,FALSE,FALSE,NA,0,FALSE,FALSE,TRUE,0,0,NA,NA
GD591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Medical University of SC,NA,30,0,0,NA,NA,0,NA,0,NA,0,No Morphology,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NYU Langone Medical Center,USA,18,3,0.1667,NA,NA,0,Muddy|Muddy_HRM-GD04|Muddy_HRM-N0052,3,phMEW1|phMGD1,2,No Morphology,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Northern Ireland Public Health Laboratory,NA,29,0,0,NA,NA,0,NA,0,NA,0,No Morphology,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD594,TRUE,4809389,0,1,1,prophiGD594_5-1,54821,162304-216749,8,1,RM_II,CBASS|Charlie_gp32|DpnI|McrBC|Other_Type_IV|RM_Type_II|RosmerTA|Wadjet,CBASS_II_Phospholipase|Charlie_gp32|DpnI|McrBC|N6_N4_RM_Type_II_HATPase|Other_Type_IV|RosmerTA|Wadjet_I,10,0,1,18,NA,M. abscessus,massiliense,"Hospital for Special Surgery, New York City, NY",NA,29,0,0,Non-DCC,HG,1,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09|Muddy|Isca_cpm1,7,No Morphology,FALSE,TRUE,BPs|Muddy,2,TRUE,TRUE,TRUE,1,1,Other_Type_IV,NA
GD595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Hadassah Medical Center, Jerusalem, Israel",NA,29,0,0,NA,NA,0,NA,0,Muddy,1,No Morphology,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD596A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,29,0,0,NA,NA,0,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD596B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The Children’s Hospital at Westmead,Australia,29,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Baylor Scott and White Health, Temple, Texas",NA,29,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,National Jewish Health,NA,29,0,0,NA,NA,0,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|phKSW1|phMGD4|BPsHRM10_pMC09,5,R,FALSE,TRUE,Muddy,1,TRUE,TRUE,TRUE,0,0,NA,NA
GD599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mayo Clinic of Rochester, Minnesota",USA,21,8,0.381,NA,NA,0,phML1|Fionnbharthdel45del47|phMGD1|CrimD del del|phSY1|Itos|D29_HRM_GD40|Isca_cpm1,8,phML2,1,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,0,0,NA,NA
GD60,TRUE,5208137,0,1,1,prophiGD60_8-1,54065,381-53870,6,3,RM_I|RM_II|RM_IIG,AbiAlpha|Other_Type_IV|RM_Type_I|RM_Type_II|RM_Type_IIG|Wadjet,AbiAlpha|DNA_met_RM_Type_II_PDDEXK|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,9,2,3,15,NA,M. abscessus,massiliense,UC San Diego Health,USA,35,0,0,DCC6,AD,1,NA,0,D29_HRM_GD40,1,R,FALSE,FALSE,NA,0,FALSE,FALSE,TRUE,3,3,Other_Type_IV|RM_Type_II|RM_Type_IIG,spot_77
GD600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NYU Langone Medical Center,USA,9,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD601A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,29,0,0,NA,NA,0,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD601B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"National Heart Lung and Blood Institute, NIH, Bethesda, MD",NA,29,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"University of San Francisco, Fresno, CA",USA,12,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,0,0,NA,NA
